id,member,Ticker,Type,Bought,BuyPrice,Amount,Filed,FilePrice,Spot7,Spot30,Spot90,Spot180
20023082,Rick W. Allen,CAE,S,10/31/2019,24.917327880859375,"$1,001 - $15,000",11/05/2019,25.155675888061523,25.35430145263672,26.724803924560547,29.74020767211914,16.059999465942383
20023082,Rick W. Allen,CAE,P,04/09/2019,22.275413513183594,"$1,001 - $15,000",05/05/2019,23.24262237548828,22.433326721191406,22.867582321166992,26.904251098632812,24.361181259155273
20023082,Rick W. Allen,CCL,S,04/11/2019,50.231163024902344,"$1,001 - $15,000",05/05/2019,52.825531005859375,51.34166717529297,52.0213737487793,44.42094802856445,39.21286392211914
20023082,Rick W. Allen,CCL,P,01/29/2018,66.21757507324219,"$1,001 - $15,000",02/05/2018,62.62779235839844,62.62779235839844,61.98859405517578,58.89425277709961,54.357967376708984
20023082,Rick W. Allen,CB,P,08/18/2022,195.4497528076172,"$15,001 -$50,000",09/05/2022,,190.71824645996094,183.53050231933594,212.53656005859375,207.6680450439453
20023082,Rick W. Allen,CB,P,07/02/2020,116.7940673828125,"$15,001 -$50,000",07/06/2020,118.39386749267578,115.65003204345703,118.34735870361328,109.13154602050781,142.00152587890625
20023082,Rick W. Allen,CB,P,11/16/2020,141.7137451171875,"$15,001 -$50,000",12/05/2020,145.51498413085938,139.53224182128906,144.33526611328125,161.54672241210938,160.8679962158203
20023082,Rick W. Allen,CHD,P,01/25/2021,83.14497375488281,"$15,001 -$50,000",02/05/2021,79.0888900756836,80.15776824951172,76.15325927734375,84.70198822021484,83.02772521972656
20023082,Rick W. Allen,CHD,S,03/10/2021,77.68496704101562,"$15,001 -$50,000",03/15/2021,79.3602294921875,78.65184783935547,83.08414459228516,81.3091812133789,
20023082,Rick W. Allen,COST,P,09/10/2019,272.3603515625,"$15,001 -$50,000",10/05/2019,267.4725341796875,267.2341003417969,272.4886779785156,268.1086730957031,286.73419189453125
20023082,Rick W. Allen,COST,P,04/27/2017,152.22589111328125,"$15,001 -$50,000",06/05/2017,162.98251342773438,156.51515197753906,159.20513916015625,142.0958709716797,145.73263549804688
20023082,Rick W. Allen,DE,P,02/10/2021,298.9897155761719,"$15,001 -$50,000",02/15/2021,,297.5025939941406,352.23089599609375,366.9606628417969,353.8422546386719
20023082,Rick W. Allen,DE,P,02/26/2021,332.8124694824219,"$1,001 - $15,000",03/01/2021,342.7170715332031,333.48931884765625,354.9001770019531,345.07684326171875,360.59674072265625
20023082,Rick W. Allen,D,S,12/15/2020,63.47446060180664,"$15,001 -$50,000",12/18/2020,63.381961822509766,61.809391021728516,59.72386169433594,62.374149322509766,66.16156005859375
20023082,Rick W. Allen,D,S,12/15/2020,63.47446060180664,"$15,001 -$50,000",01/05/2021,61.388916015625,61.809391021728516,59.72386169433594,64.84367370605469,66.16156005859375
20023082,Rick W. Allen,DOV,P,06/15/2020,91.54528045654297,"$15,001 -$50,000",07/05/2020,,89.51427459716797,96.07740020751953,103.93872833251953,115.0890884399414
